timestamp,requests
2023-01-01 00:00:00,167.2475935329701
2023-01-01 00:05:00,153.39680110398956
2023-01-01 00:10:00,146.70680578932325
2023-01-01 00:15:00,161.66506189302584
2023-01-01 00:20:00,164.72259340562226
2023-01-01 00:25:00,159.8372886286783
2023-01-01 00:30:00,153.4488894294945
2023-01-01 00:35:00,158.14788935721091
2023-01-01 00:40:00,152.84224410611148
2023-01-01 00:45:00,173.92871463554656
2023-01-01 00:50:00,171.66821601277016
2023-01-01 00:55:00,177.41858436790525
2023-01-01 01:00:00,165.73226502694342
2023-01-01 01:05:00,175.97393227806566
2023-01-01 01:10:00,165.50855625878415
2023-01-01 01:15:00,169.76030066765654
2023-01-01 01:20:00,171.9884463132902
2023-01-01 01:25:00,168.2470523421816
2023-01-01 01:30:00,159.0630474693189
2023-01-01 01:35:00,166.34213792320787
2023-01-01 01:40:00,174.79932479231658
2023-01-01 01:45:00,174.183928714822
2023-01-01 01:50:00,192.76339536247787
2023-01-01 01:55:00,179.10860492331622
2023-01-01 02:00:00,175.35823237905828
2023-01-01 02:05:00,180.52752171376912
2023-01-01 02:10:00,171.44499906104232
2023-01-01 02:15:00,178.08314820822307
2023-01-01 02:20:00,188.52327461437233
2023-01-01 02:25:00,181.87843519700093
2023-01-01 02:30:00,168.99817761449805
2023-01-01 02:35:00,190.85293188502166
2023-01-01 02:40:00,201.04186701696676
2023-01-01 02:45:00,190.4018116140954
2023-01-01 02:50:00,180.76542102282977
2023-01-01 02:55:00,187.62666150508997
2023-01-01 03:00:00,169.10858522042435
2023-01-01 03:05:00,188.78440018124925
2023-01-01 03:10:00,181.7659683546465
2023-01-01 03:15:00,184.55623921923748
2023-01-01 03:20:00,192.41079446216654
2023-01-01 03:25:00,180.3994254241767
2023-01-01 03:30:00,215.88816735009755
2023-01-01 03:35:00,196.18192348258864
2023-01-01 03:40:00,191.13704460865222
2023-01-01 03:45:00,193.08412378557225
2023-01-01 03:50:00,193.11684666025377
2023-01-01 03:55:00,191.66115691166877
2023-01-01 04:00:00,191.77423996850604
2023-01-01 04:05:00,205.26047742007748
2023-01-01 04:10:00,205.1681717837307
2023-01-01 04:15:00,195.33039787618551
2023-01-01 04:20:00,198.42615406815898
2023-01-01 04:25:00,197.69465711202113
2023-01-01 04:30:00,183.68299774257918
2023-01-01 04:35:00,211.30074546647808
2023-01-01 04:40:00,179.52234210510773
2023-01-01 04:45:00,200.75439857480524
2023-01-01 04:50:00,202.91560726138937
2023-01-01 04:55:00,184.30567421333353
2023-01-01 05:00:00,200.50249077193374
2023-01-01 05:05:00,203.72716791173193
2023-01-01 05:10:00,190.20813444196062
2023-01-01 05:15:00,231.7783303587691
2023-01-01 05:20:00,209.12690339927133
2023-01-01 05:25:00,212.4908978173098
2023-01-01 05:30:00,207.7112947047069
2023-01-01 05:35:00,192.84954642102687
2023-01-01 05:40:00,221.50350330616004
2023-01-01 05:45:00,216.9630008202244
2023-01-01 05:50:00,216.45968013923246
2023-01-01 05:55:00,191.51384834120097
2023-01-01 06:00:00,215.52068525134422
2023-01-01 06:05:00,222.1708070820818
2023-01-01 06:10:00,206.0380937608996
2023-01-01 06:15:00,210.6752814814926
2023-01-01 06:20:00,210.69888720430788
2023-01-01 06:25:00,213.9929308353654
2023-01-01 06:30:00,204.52121904151255
2023-01-01 06:35:00,200.3881800216648
2023-01-01 06:40:00,220.78615303173459
2023-01-01 06:45:00,199.08538076144944
2023-01-01 06:50:00,186.79687824495772
2023-01-01 06:55:00,201.3630138808278
2023-01-01 07:00:00,214.73696139630047
2023-01-01 07:05:00,222.359726918388
2023-01-01 07:10:00,202.7558458209922
2023-01-01 07:15:00,216.35655207461662
2023-01-01 07:20:00,208.67717766784028
2023-01-01 07:25:00,207.9574464315629
2023-01-01 07:30:00,210.14489319749663
2023-01-01 07:35:00,210.27344275962403
2023-01-01 07:40:00,207.65392262655286
2023-01-01 07:45:00,202.47355344366366
2023-01-01 07:50:00,204.9455095606608
2023-01-01 07:55:00,211.46687673375874
2023-01-01 08:00:00,209.90979362828986
2023-01-01 08:05:00,186.3695214395388
2023-01-01 08:10:00,209.57356234403358
2023-01-01 08:15:00,193.49954949120806
2023-01-01 08:20:00,194.4040080439799
2023-01-01 08:25:00,205.88734043098881
2023-01-01 08:30:00,202.90103106298784
2023-01-01 08:35:00,215.78512072272153
2023-01-01 08:40:00,186.4611025934042
2023-01-01 08:45:00,190.67928735990037
2023-01-01 08:50:00,182.21245606596682
2023-01-01 08:55:00,189.7981641525319
2023-01-01 09:00:00,209.90274561091914
2023-01-01 09:05:00,205.1955470815215
2023-01-01 09:10:00,206.71054797522345
2023-01-01 09:15:00,198.13485673337522
2023-01-01 09:20:00,198.07085960550575
2023-01-01 09:25:00,199.5347716907642
2023-01-01 09:30:00,202.7067753036965
2023-01-01 09:35:00,167.12602362441197
2023-01-01 09:40:00,186.20219034984774
2023-01-01 09:45:00,199.46036851183985
2023-01-01 09:50:00,176.76475821984107
2023-01-01 09:55:00,179.86816480099552
2023-01-01 10:00:00,186.96232529170177
2023-01-01 10:05:00,177.99927822923212
2023-01-01 10:10:00,187.27413923128165
2023-01-01 10:15:00,176.49744978053704
2023-01-01 10:20:00,184.98202604969882
2023-01-01 10:25:00,179.1208134131285
2023-01-01 10:30:00,202.2302902018629
2023-01-01 10:35:00,179.92485127584644
2023-01-01 10:40:00,193.56489923024995
2023-01-01 10:45:00,193.6525188589396
2023-01-01 10:50:00,173.15758001390108
2023-01-01 10:55:00,183.6187266683601
2023-01-01 11:00:00,167.64172274612966
2023-01-01 11:05:00,189.72386247887636
2023-01-01 11:10:00,186.48454732172536
2023-01-01 11:15:00,184.0191792635768
2023-01-01 11:20:00,184.7945399853727
2023-01-01 11:25:00,188.54950593447592
2023-01-01 11:30:00,170.00215834090218
2023-01-01 11:35:00,170.5316255326214
2023-01-01 11:40:00,180.70213920179503
2023-01-01 11:45:00,162.97470430307055
2023-01-01 11:50:00,174.52365204164866
2023-01-01 11:55:00,147.84223533825985
2023-01-01 12:00:00,164.51463780034584
2023-01-01 12:05:00,163.8831120984615
2023-01-01 12:10:00,158.00897417079565
2023-01-01 12:15:00,174.8404342676344
2023-01-01 12:20:00,167.33878504960424
2023-01-01 12:25:00,168.88816513448134
2023-01-01 12:30:00,152.28252730182385
2023-01-01 12:35:00,148.24080219489258
2023-01-01 12:40:00,169.38568471443963
2023-01-01 12:45:00,185.91544328839265
2023-01-01 12:50:00,167.32401829614054
2023-01-01 12:55:00,137.63943067887885
2023-01-01 13:00:00,161.63984658319214
2023-01-01 13:05:00,159.4695486157023
2023-01-01 13:10:00,156.87094895787396
2023-01-01 13:15:00,165.44555958858803
2023-01-01 13:20:00,154.6901282362177
2023-01-01 13:25:00,137.7834927750505
2023-01-01 13:30:00,142.99635509182258
2023-01-01 13:35:00,137.59920531511767
2023-01-01 13:40:00,145.5848738344588
2023-01-01 13:45:00,139.1320379279497
2023-01-01 13:50:00,140.88003333071958
2023-01-01 13:55:00,146.24195399549387
2023-01-01 14:00:00,126.93719846163609
2023-01-01 14:05:00,132.2559914538329
2023-01-01 14:10:00,151.5601994512035
2023-01-01 14:15:00,132.01123173521415
2023-01-01 14:20:00,150.7326983098901
2023-01-01 14:25:00,146.53382051345758
2023-01-01 14:30:00,133.09433501649974
